"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","time_estern","uvi","mepaqi","pm1","time_estern"
"7739","Mornington",17,8753,"-42.8608","147.404","http://aqicn.org/city/australia/tasmania/mornington/","pm25","2017-03-25 09:00:00","+11:00",14.15,71,1015,10,NA,NA,17,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7740","Guǎng hǎidào, Tianjin",191,8754,"38.94316667","116.9148","http://aqicn.org/city/tianjin/guanghaidao/","pm25","2017-03-25 07:00:00","+08:00",4,93,1021,79,4.6,32.5,191,18.1,2.5,3.1,NA,350,3,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7741","Chénliáoxī lù, Shenyang",220,8755,"123.2444","41.7347","http://aqicn.org/city/china/shenyang/shenliaoxilu/","pm25","2017-03-25 07:00:00","+08:00",-4,69,1020,145,31,39.4,220,16.3,3.3,0.9,NA,70,-7,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7742","yùnóng lù, Shenyang",153,8756,"41.9086","123.5953","http://aqicn.org/city/china/shenyang/yunonglu/","pm25","2017-03-25 07:00:00","+08:00",-4,69,1020,60,42.1,19.2,153,7.3,21.2,0.9,NA,70,-7,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7743","běichén xiǎoxué, Guangan",57,8757,"30.4865","106.6351","http://aqicn.org/city/china/guangan/beichenxiaoxue/","pm25","2017-03-25 07:00:00","+08:00",NA,NA,NA,33,9.2,9.6,57,5.5,15.5,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7744","Obs. Du Maïdo, Reunion",NA,8758,"-21.079305555556","55.383305555555","http://aqicn.org/city/france/reunion/obs.-du-maido/","","2016-06-15 09:00:00","+0400",20.28,82,1005,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7745","Lislet Geoffroy, Reunion",9,8759,"-20.889833333333","55.469111111111","http://aqicn.org/city/france/reunion/lislet-geoffroy/","pm10","2017-03-24 12:00:00","+04:00",26.56,100,1025.39,9,NA,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7746","R D Tamarins St Leu, Reunion",21,8760,"55.302513888889","-21.223063888889","http://aqicn.org/city/france/reunion/r-d-tamarins-st-leu/","pm10","2017-03-24 13:00:00","+04:00",26.56,100,1025.39,21,NA,10,NA,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7747","Beograd Des. Stefana",71,8761,"44.8168146768154","20.4699406027794","http://aqicn.org/city/serbia/beograd-des.-stefana/","pm25","2017-03-24 21:00:00","+01:00",13.44,62,1023,37,23.6,23.1,71,3.1,6.2,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7748","Pančevo Starčevo",46,8762,"44.808258","20.704773","http://aqicn.org/city/serbia/pancevo-starcevo/","pm25","2017-03-24 21:00:00","+01:00",11.59,71,1022,44,2.8,11.4,46,0.9,15.3,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7749","Pančevo Vatrogasni dom",NA,8763,"44.8586504491852","20.6491014361382","http://aqicn.org/city/serbia/pancevo-vatrogasni-dom/","","","+01:00",18.21,82,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7750","Pančevo Vojlovica",46,8764,"44.8444518310066","20.669236779213","http://aqicn.org/city/serbia/pancevo-vojlovica/","pm25","2017-03-24 21:00:00","+01:00",12.15,71,1022,13,2.8,16,46,0.9,2.8,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7751","Subotica",6,8765,"46.099435","19.670468","http://aqicn.org/city/serbia/subotica/","so2","2017-03-24 23:00:00","+01:00",10.14,62,1024,56,6,4,NA,10.8,9.3,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7752","Beograd Pančevački most",NA,8766,"44.81774031459","20.4868304729462","http://aqicn.org/city/serbia/beograd-pancevacki-most/","","","+01:00",18.15,52,1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7753","Ho Chi Minh City US Consulate",74,8767,"10.782978","106.700711","http://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate/","pm25","2017-03-25 06:00:00","+07:00",27.15,88,1010,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7754","Dongyin",46,8768,"26.376667","120.506667","http://aqicn.org/city/taiwan/dongyin/","pm25","2017-03-25 05:00:00","+08:00",11.4,NA,1019.3,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7755","Trafik",152,8769,"39.746445","39.497068","http://aqicn.org/city/turkey/erzincan/trafik/","pm25","2017-03-25 01:00:00","+02:00",10,25.9,905.5,71,24.4,32,152,15.3,NA,1.03,2,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7756","Aziziye",128,8770,"39.918636","41.052604","http://aqicn.org/city/turkey/erzurum/aziziye/","pm10","2017-03-25 01:00:00","+02:00",-2.4,65.4,813.7,128,28.4,35.2,NA,16.3,NA,0.51,990,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7757","Pasinler",42,8771,"40.033451","41.572121","http://aqicn.org/city/turkey/erzurum/pasinler/","o3","2017-03-25 01:00:00","+02:00",-2.4,65.4,813.7,10,2.1,0.5,NA,NA,41.5,0.51,990,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7758","Catladikapi",112,8772,"41.0025","28.975278","http://aqicn.org/city/turkey/istanbul/catladikapi/","pm25","2017-03-25 00:00:00","+02:00",5.1,98.6,1014.2,32,NA,54.7,112,15.3,0.5,2.57,3,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7759","Selimiye",99,8773,"41.003818","29.026914","http://aqicn.org/city/turkey/istanbul/selimiye/","pm25","2017-03-25 00:00:00","+02:00",4.3,100,1014.2,54,NA,34.3,99,16.6,1.7,3.6,3,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7760","Besirli",142,8774,"40.993816","39.668266","http://aqicn.org/city/turkey/trabzon/besirli/","pm25","2017-03-25 01:00:00","+02:00",2.3,64.1,883.2,56,NA,18.8,142,9.6,NA,0.51,990,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7761","Akcaabat",53,8775,"41.014341","39.592318","http://aqicn.org/city/turkey/trabzon/akcaabat/","pm10","2017-03-25 01:00:00","+02:00",2.3,64.1,883.2,53,0.6,9.2,NA,25.7,11.8,0.51,990,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7762","Fatih",49,8776,"40.999223","39.694384","http://aqicn.org/city/turkey/trabzon/fatih/","pm10","2017-03-25 01:00:00","+02:00",2.3,64.1,883.2,49,6.1,37.1,NA,17.9,NA,0.51,990,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7763","Patnos",25,8778,"42.853008","39.236576","http://aqicn.org/city/turkey/agri/patnos/","o3","2017-03-25 01:00:00","+02:00",-4.3,80.2,837.8,10,12.2,9.2,NA,11.8,25.2,0.51,993,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7764","Dogubeyazit",132,8779,"39.5476","44.083595","http://aqicn.org/city/turkey/agri/dogubeyazit/","pm10","2017-03-25 01:00:00","+02:00",8.3,38,921.1,132,10.7,12.4,NA,15,8.2,0.51,992,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7765","US Embassy, Lima",76,8780,"-12.1052081","-76.9709299","http://aqicn.org/city/peru/lima/us-embassy/","pm25","2017-03-24 19:00:00","-05:00",19.4,83.5,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7766","Dhaka US Consulate",132,8781,"23.796373","90.424614","http://aqicn.org/city/bangladesh/dhaka/us-consulate/","pm25","2017-03-25 05:00:00","+06:00",25.15,78,1022.19,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7767","Gozensuichō, Muroran-shi, Hokkaidō",42,8782,"42.3223252","140.9984472","http://aqicn.org/?city=Japan/%E5%AE%A4%E8%98%AD%E5%B8%82/%E5%BE%A1%E5%89%8D%E6%B0%B4","pm25","2017-03-25 07:00:00","+09:00",2.15,69,1019,3,5.8,12.1,42,NA,27.2,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7768","Chūō, Iwanuma-shi, Miyagi-ken",30,8783,"38.1105276","140.8671492","http://aqicn.org/city/japan/yanzhaoshi/yanzhao/","pm25","2017-03-25 07:00:00","+09:00",-1.36,93,1021.45,8,1.5,8.4,30,NA,20,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7769","Tsukidatefujiki, Kurihara-shi, Miyagi-ken",25,8784,"141.0186274","38.7385133","http://aqicn.org/?city=Japan/%E6%A0%97%E5%8E%9F%E5%B8%82/%E7%AF%89%E9%A4%A8","pm25","2017-03-25 08:00:00","+09:00",2.61,58,1015,7,NA,2.8,25,NA,30.4,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7770","Nishikimachi, Tsuruoka-shi, Yamagata-ken",42,8785,"38.7393017","139.8270665","http://aqicn.org/?city=Japan/%E9%B6%B4%E5%B2%A1%E5%B8%82/%E9%B6%B4%E5%B2%A1%E9%8C%A6%E7%94%BA","pm25","2017-03-25 07:00:00","+09:00",2.42,100,1020,12,1.5,1.9,42,NA,35.2,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7771","Daishin, Kōriyama-shi, Fukushima-ken",53,8786,"140.3435799","37.3935821","http://aqicn.org/city/japan/junshanshi/taixin/","pm25","2017-03-25 07:00:00","+09:00",0.15,65,1020,15,NA,9.3,53,3.4,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7772","Kōri, Fujieda-shi, Shizuoka-ken",57,8787,"34.8762156","138.2708898","http://aqicn.org/city/japan/tengzhishi/zipaitengzhi/","pm25","2017-03-25 07:00:00","+09:00",8.06,100,1025.09,10,NA,17.6,57,3.4,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7773","Izunokuni, Shizuoka Prefecture",42,8788,"35.0277354","138.9289209","http://aqicn.org/?city=Japan/%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82/%E5%A4%A7%E4%BB%81%E5%8C%97%E5%B0%8F%E5%AD%A6%E6%A0%A1","pm25","2017-03-25 07:00:00","+09:00",3.84,48,1021,10,1.5,2.8,42,NA,16,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7774","Shineichō, Niigata-ken",50,8789,"37.7910504","139.1201338","http://aqicn.org/?city=Japan/%E6%96%B0%E6%BD%9F%E5%B8%82%E7%A7%8B%E8%91%89%E5%8C%BA/%E6%96%B0%E6%B4%A5","pm25","2017-03-25 07:00:00","+09:00",2.15,80,1022,NA,NA,4.7,50,NA,20,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7775","Hokujo, Nagano Prefecture",53,8790,"36.6956166","137.8628639","http://aqicn.org/?city=Japan/%E5%8C%97%E5%AE%89%E6%9B%87%E9%83%A1%E7%99%BD%E9%A6%AC%E6%9D%91/%E5%9B%BD%E8%A8%AD%E5%85%AB%E6%96%B9%E5%B0%BE%E6%A0%B9%E9%85%B8%E6%80%A7%E9%9B%A8","pm25","2017-03-25 07:00:00","+09:00",-2.44,72,1014,NA,1.5,1,53,NA,44,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7776","Shimotsumaotsu, Shimotsuma-shi, Ibaraki-ken",46,8791,"36.184308","139.9604056","http://aqicn.org/city/japan/xiaqishi/xiaqi/","pm25","2017-03-25 08:00:00","+09:00",0.56,48,1021,28,NA,15.8,46,NA,17.6,0.14,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7777","Haramachi, Gunma Prefecture",55,8792,"36.5709998","138.82463","http://aqicn.org/?city=Japan/%E5%90%BE%E5%A6%BB%E9%83%A1%E6%9D%B1%E5%90%BE%E5%A6%BB%E7%94%BA/%E6%9D%B1%E5%90%BE%E5%A6%BB%E7%94%BA%E7%AB%8B%E6%9D%B1%E5%90%BE%E5%A6%BB%E4%B8%AD%E5%AD%A6%E6%A0%A1","pm25","2017-03-25 07:00:00","+09:00",2.68,49,NA,7,1.5,4.7,55,NA,16,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7778","Ōtsugaoka, Kashiwa-shi, Chiba-ken",55,8793,"35.840578","140.0020814","http://aqicn.org/?city=Japan/%E6%9F%8F%E5%B8%82/%E6%9F%8F%E5%A4%A7%E6%B4%A5%E3%82%B1%E4%B8%98%EF%BC%88%E8%BB%8A%EF%BC%89","pm25","2017-03-25 07:00:00","+09:00",4.35,48,1021,15,NA,49.1,55,2.3,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7779","Iwasakinishi, Ichihara-shi, Chiba-ken",57,8794,"35.5254607","140.0685677","http://aqicn.org/city/japan/shiyuanshi/shiyuanyanqixi/","pm25","2017-03-25 07:00:00","+09:00",3.73,48,1021,11,1.5,21.3,57,NA,17.6,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7780","Nagaura Ekimae, Sodegaura-shi, Chiba-ken",42,8795,"35.4496535","140.0035584","http://aqicn.org/?city=Japan/%E8%A2%96%E3%82%B1%E6%B5%A6%E5%B8%82/%E8%A2%96%E3%82%B1%E6%B5%A6%E9%95%B7%E6%B5%A6","pm25","2017-03-25 07:00:00","+09:00",3.73,48,1021,13,4.3,15.8,42,NA,29.6,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7781","Naitōmachi, Shinjuku-ku, Tōkyō-to",42,8796,"35.6867078","139.7081686","http://aqicn.org/?city=Japan/%E6%96%B0%E5%AE%BF%E5%8C%BA/%E5%9B%BD%E8%A8%AD%E6%9D%B1%E4%BA%AC%EF%BC%88%E6%96%B0%E5%AE%BF%EF%BC%89","pm25","2017-03-25 07:00:00","+09:00",4.35,48,1021,9,1.5,15.8,42,3.4,25.6,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7782","Fujisawa, Fujisawa-shi, Kanagawa-ken",38,8797,"35.347572","139.4842143","http://aqicn.org/?city=Japan/%E8%97%A4%E6%B2%A2%E5%B8%82/%E8%97%A4%E6%B2%A2%E6%A9%8B","pm25","2017-03-25 07:00:00","+09:00",3.84,48,1021,9,NA,16.7,38,3.4,NA,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7783","Akitsu, Kumamoto-ken",68,8798,"32.7733146","130.7721767","http://aqicn.org/?city=Japan/%E7%86%8A%E6%9C%AC%E5%B8%82%E6%9D%B1%E5%8C%BA/%E7%A7%8B%E6%B4%A5","pm25","2017-03-25 07:00:00","+09:00",7.65,65.5,1018,24,NA,NA,68,NA,12.8,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7784","Nakashimamachi, Kumamoto Prefecture",68,8799,"32.7660414","130.6340315","http://aqicn.org/?city=Japan/%E7%86%8A%E6%9C%AC%E5%B8%82%E8%A5%BF%E5%8C%BA/%E4%B8%AD%E5%B3%B6","pm25","2017-03-25 07:00:00","+09:00",7.65,65.5,1018,25,NA,11.2,68,NA,17.6,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7785","Jonanmachitaka, Kumamoto Prefecture",70,8800,"130.712491","32.7273129","http://aqicn.org/city/japan/xiongbenshinanqu/chengnanding/","pm25","2017-03-25 07:00:00","+09:00",7.65,65.5,1018,20,1.5,3.8,70,NA,23.3,NA,NA,NA,NA,2017-03-24 20:02:44,NA,NA,NA,2017-03-24 22:01:19
"7786","Uekimachi Iwano, Kumamoto-ken",82,8801,"32.9037604","130.6954107","http://aqicn.org/city/japan/xiongbenshibeiqu/beiquyisuo/","pm25","2017-03-25 07:00:00","+09:00",7.65,65.5,1018,25,2.9,13,82,NA,19.2,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7787","Todaka, Nichinan, Miyazaki Prefecture",74,8802,"31.5976822","131.3803863","http://aqicn.org/city/japan/rinanshi/rinanbaojiansuo/","pm25","2017-03-25 06:00:00","+09:00",6.15,100,1018,17,1.5,3.8,74,NA,29.6,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7788","Minamigoyō, Hyōgo-ken",38,8803,"34.722084","135.1335989","http://aqicn.org/?city=Japan/%E7%A5%9E%E6%88%B8%E5%B8%82%E5%8C%97%E5%8C%BA/%E5%8D%97%E4%BA%94%E8%91%89%E4%B8%80%E8%88%AC%E7%92%B0%E5%A2%83%E5%A4%A7%E6%B0%97%E6%B8%AC%E5%AE%9A%E5%B1%80","pm25","2017-03-25 08:00:00","+09:00",5.82,60,1021,2,NA,12.1,38,NA,24.1,1.5,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7789","Ōdono, Sakurai-shi, Nara-ken",25,8804,"34.5219389","135.8433462","http://aqicn.org/?city=Japan/%E6%A1%9C%E4%BA%95%E5%B8%82/%E6%A1%9C%E4%BA%95","pm25","2017-03-25 07:00:00","+09:00",5.25,64,1021,12,2.9,1.9,25,NA,20,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7790","Yamasakichō, Ikoma-shi, Nara-ken",30,8805,"34.6916209","135.7078887","http://aqicn.org/?city=Japan/%E7%94%9F%E9%A7%92%E5%B8%82/%E7%94%9F%E9%A7%92","pm25","2017-03-25 07:00:00","+09:00",5.25,64,1021,16,2.9,7.5,30,NA,20,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7791","Nishimachi, Tottori-shi, Tottori-ken",50,8806,"134.2361524","35.5037545","http://aqicn.org/?city=Japan/%E9%B3%A5%E5%8F%96%E5%B8%82/%E9%B3%A5%E5%8F%96%E7%9C%8C%E5%BA%81%E8%A5%BF%E7%94%BA%E5%88%86%E5%BA%81%E8%88%8E","pm25","2017-03-25 07:00:00","+09:00",4.15,69,1022,16,1.5,1.9,50,3.4,24.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7792","Seidōchō, Sakaiminato-shi, Tottori-ken",9,8807,"35.5135553","133.2348782","http://aqicn.org/?city=Japan/%E5%A2%83%E6%B8%AF%E5%B8%82/%E5%A2%83%E6%B8%AF%E5%B8%82%E8%AA%A0%E9%81%93%E7%94%BA","pm25","2017-03-25 07:00:00","+09:00",8.44,100,1035.185,6,NA,NA,9,NA,NA,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7793","Yamakita, Tsuyama-shi, Okayama-ken",63,8808,"35.0709599","134.0087674","http://aqicn.org/city/japan/jinshanshi/jinshan/","pm25","2017-03-25 07:00:00","+09:00",3.24,74,1020,17,4.3,7.5,63,NA,9.6,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7794","Nishigata, Niimi, Okayama Prefecture",42,8809,"34.987437","133.456726","http://aqicn.org/?city=Japan/%E6%96%B0%E8%A6%8B%E5%B8%82/%E6%96%B0%E8%A6%8B","pm25","2017-03-25 07:00:00","+09:00",4.06,60,1022,13,1.5,5.6,42,NA,8,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7795","Umaki, Hiroshima-ken",38,8810,"34.4459985","132.5361836","http://aqicn.org/?city=Japan/%E5%BA%83%E5%B3%B6%E5%B8%82%E6%9D%B1%E5%8C%BA/%E7%A6%8F%E6%9C%A8%E5%B0%8F%E5%AD%A6%E6%A0%A1","pm25","2017-03-25 08:00:00","+09:00",5.88,59,1020,10,NA,15.8,38,NA,19.2,1.3,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7796","Minamimachi, Hiroshima-ken",13,8811,"132.4680667","34.3786233","http://aqicn.org/?city=Japan/%E5%BA%83%E5%B3%B6%E5%B8%82%E5%8D%97%E5%8C%BA/%E7%9A%86%E5%AE%9F%E5%B0%8F%E5%AD%A6%E6%A0%A1","pm25","2017-03-25 08:00:00","+09:00",5.88,59,1020,13,1.5,5.6,13,NA,21.6,1.5,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7797","Misasamachi, Hiroshima-ken",50,8812,"34.4123699","132.4508779","http://aqicn.org/?city=Japan/%E5%BA%83%E5%B3%B6%E5%B8%82%E8%A5%BF%E5%8C%BA/%E4%B8%89%E7%AF%A0%E5%B0%8F%E5%AD%A6%E6%A0%A1","pm25","2017-03-25 08:00:00","+09:00",5.88,59,1020,13,NA,9.3,50,NA,23.3,0.9,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7798","Furuichi, Hiroshima-ken",55,8813,"34.4518495","132.4716413","http://aqicn.org/?city=Japan/%E5%BA%83%E5%B3%B6%E5%B8%82%E5%AE%89%E4%BD%90%E5%8D%97%E5%8C%BA/%E5%AE%89%E4%BD%90%E5%8D%97%E5%8C%BA%E5%BD%B9%E6%89%80","pm25","2017-03-25 08:00:00","+09:00",5.88,59,1020,11,1.5,7.5,55,NA,23.3,1.5,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7799","Mōrichō, Shūnan-shi, Yamaguchi-ken",38,8814,"34.0551217","131.8105743","http://aqicn.org/?city=Japan/%E5%91%A8%E5%8D%97%E5%B8%82/%E5%91%A8%E5%8D%97%E7%B7%8F%E5%90%88%E5%BA%81%E8%88%8E","pm25","2017-03-25 07:00:00","+09:00",5.88,59,1020,8,1.5,2.8,38,NA,36.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7800","Fuchizaki, Kagawa-ken",42,8815,"34.4851941","134.1909092","http://aqicn.org/?city=Japan/%E5%B0%8F%E8%B1%86%E9%83%A1%E5%9C%9F%E5%BA%84%E7%94%BA/%E5%B0%8F%E8%B1%86%E7%B7%8F%E5%90%88%E4%BA%8B%E5%8B%99%E6%89%80","pm25","2017-03-25 07:00:00","+09:00",3.24,74,1020,14,1.5,1.9,42,NA,27.2,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7801","Beograd Panč most",65,8816,"44.81774","20.48683","http://aqicn.org/city/serbia/beograd-panc-most/","so2",NA,"2017-03-22 19:00:00",20,45,1012,33,65,23,53,3,24,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7802","Pančevo Vatrog dom",46,8817,"44.8586504491852","20.6491014361382","http://aqicn.org/city/serbia/pancevo-vatrog-dom/","pm25","2017-03-24 21:00:00","+01:00",12.5,58,1021,12,8.9,33.3,46,0.9,2.9,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7803","Pristina US Consulate",82,8818,"42.661995","21.15055","http://aqicn.org/city/kosovo/pristina/us-consulate/","pm25","2017-03-25 00:00:00","+01:00",16.2,69,1015,NA,NA,NA,82,NA,NA,1,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7804","Alto Hospicio",63,8819,"-20.290466881209","-70.100192427636","http://aqicn.org/city/chile/alto-hospicio/","pm25","2017-03-24 20:00:00","-03:00",21.65,66,1011.5,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7805","Linares",45,8820,"-35.836942234921","-71.592865853985","http://aqicn.org/city/chile/linares/","pm25","2017-03-24 20:00:00","-03:00",15.18,92,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7806","Mirasol",38,8821,"-41.4795069236","-72.968755930145","http://aqicn.org/city/chile/mirasol/","pm25","2017-03-24 20:00:00","-03:00",14.38,89,1015,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7807","eSikhaleni, RichardsBay",4,8823,"-28.8676839","31.9160211","http://aqicn.org/city/south-africa/richardsbay/esikhaleni/","pm10","2017-03-25 01:00:00","+02:00",19.7,NA,1013.34,4,0.2,NA,NA,NA,NA,2.7,NA,195,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7808","Opp. GPO Civil Lines-Nagpur MPCB, Nagpur",NA,8824,"21.152877","79.072979","http://aqicn.org/city/india/nagpur/opp.-gpo-civil-lines-nagpur-mpcb/","","2016-08-29 11:00:00","+0530",31.15,72,1003,52,1.7,41.2,NA,9.4,20,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7809","Ardrossan, Alberta",23,8825,"53.554691","-113.144105","http://aqicn.org/city/canada/alberta/ardrossan/","pm25","2017-03-24 17:00:00","-06:00",2.15,80,1006,NA,0.1,2.6,23,NA,0.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7810","Brooks, Alberta",NA,8826,"50.563437","-111.850717","http://aqicn.org/city/canada/alberta/brooks/","","2016-09-07 12:00:00","-0600",20.7,28,1022.68,NA,NA,13.9,8,NA,NA,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7811","Calgary Southeast, Alberta",2,8827,"50.955122","-113.969742","http://aqicn.org/city/canada/alberta/calgary-southeast/","co","2017-03-24 17:00:00","-06:00",12.65,28,1002,NA,1.5,3.8,2,2.3,0.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7812","Gibbons, Alberta",35,8828,"53.827241","-113.327174","http://aqicn.org/city/canada/alberta/gibbons/","pm25","2017-03-24 17:00:00","-06:00",2.15,80,1006,NA,0.2,3.3,35,NA,0.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
"7813","Red Deer - Lancaster, Alberta",58,8829,"52.24095","-113.765439","http://aqicn.org/city/canada/alberta/red-deer-lancaster/","pm25","2017-03-24 03:00:00","-06:00",-3.85,92,1014,NA,1.5,11.2,58,NA,0.1,NA,NA,NA,NA,2017-03-24 20:17:07,NA,NA,NA,2017-03-24 22:01:19
