"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","pm25","o3","no2","co","so2","pm10","h","t","w","wd","d","p","r","uvi","pol","mepaqi","pm1","time_estern","time_estern"
"4202","Befucho Nishimachi, Kakogawa, Hyogo Prefecture",76,2038,34.7269059,134.8432472,"http://aqicn.org/city/japan/kakogawashi/beppu/","pm25","2017-03-29 01:00:00","+09:00",76,28.9,16.7,4.5,1.5,21,66,10.15,1.5,NA,NA,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4203","běi dàjiē, Chongqing",124,9235,31.951944,108.659444,"http://aqicn.org/city/china/zhongqing/beidajie/","pm25","2017-03-29 01:00:00","+08:00",124,11,12.8,6.4,6.1,69,77,16,0.9,220,12,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4204","běichén xiǎoxué, Guangan",119,8757,30.4865,106.6351,"http://aqicn.org/city/china/guangan/beichenxiaoxue/","pm25","2017-03-29 01:00:00","+08:00",119,13.9,24.3,6.4,17.3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4205","Beichuan County Stations, Mianyang",159,8952,31.6425,104.418888,"http://aqicn.org/city/china/mianyang/beichuanxianjiancezhan/","pm25","2017-03-29 00:00:00","+08:00",159,18.7,17.9,10.8,5.6,87,36,19,1.8,200,8,1015,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4206","Beidaihe, Qinhuangdao",153,656,39.828,119.526,"http://aqicn.org/city/hebei/qinhuangdaoshi/beidaihe/","pm25","2017-03-28 23:00:00","+08:00",153,4.9,26.6,0.1,10.2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4207","Beidweiler",40,8266,49.7224998500329,6.30528068982517,"http://aqicn.org/city/luxembourg/beidweiler/","o3","2017-03-28 17:00:00","+02:00",30,39.8,NA,NA,NA,20,45,19.57,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4208","Beihai",157,1553,21.481254,109.119927,"http://aqicn.org/city/beihai/","pm25","2017-03-29 00:00:00","+08:00",157,35,14.2,15.4,5.6,69,99,20,3.1,70,19,1016,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4209","Běihú, Nanning",97,1333,22.8561,108.316,"http://aqicn.org/city/china/nanning/beihu/","pm25","2017-03-28 23:00:00","+08:00",97,8.6,19.7,10.9,4.6,44,94,18,1.8,50,17,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4210","Běijiē, Jiangmen",119,803,22.6069,113.104,"http://aqicn.org/city/guangdong/jiangmen/beijie/","pm25","2017-03-28 22:00:00","+08:00",119,40.7,10.1,6.8,3.1,61,73,23.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4211","Beijing",171,1451,39.954592,116.468117,"http://aqicn.org/city/beijing/","pm25","2017-03-29 00:00:00","+08:00",171,19.9,21.5,6.4,3.6,79,71.5,8,0.9,200,3,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4212","Beijing South , Huai'an",93,885,33.578039,119.007906,"http://aqicn.org/city/jiangsu/huaian/beijingnanlu/","pm25","2017-03-28 23:00:00","+08:00",93,45.5,6,6.4,1.6,60,94,6.26,NA,NA,NA,1034.2,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4213","Beiling, Shenyang",NA,1252,41.8472,123.428,"http://aqicn.org/city/china/shenyang/beiling/","","","+0800",NA,NA,NA,NA,NA,NA,27,30,7.2,210,9,1006,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4214","Beilun District EPB",85,955,29.914204,121.846686,"http://aqicn.org/city/ningbo/quhuanbaodaloubeilun/","pm25","2017-03-29 00:00:00","+08:00",85,44.3,12.4,6,4.6,51,63,17,4,170,10,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4215","Beiwei No.2 road, Tianjin",NA,715,38.94316667,116.9148,"http://aqicn.org/city/tianjin/beiweierlu/","","","+0800",NA,NA,NA,NA,NA,NA,NA,NA,1.8,300,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4216","Beizhong new school, Binzhou",159,629,37.38305556,117.9830556,"http://aqicn.org/city/shandong/binzhou/beizhongxinxiao/","pm25","2017-03-29 00:00:00","+08:00",159,4.9,17.4,5.1,3.6,62,100,3,0.9,180,3,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4217","Bellevue Way, Bellevue, Washington",18,100,47.61311,-122.20161,"http://aqicn.org/city/usa/washington/bellevue/bellevue-way/","o3","2017-03-28 07:00:00","-07:00",5,17.6,17.6,2.7,NA,NA,93,7.37,NA,NA,NA,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4218","Belotin, Olomoucky",70,8715,49.587081,17.804221,"http://aqicn.org/city/czechrepublic/olomoucky/belotin/","pm25","2017-03-28 17:00:00","+01:00",70,NA,NA,NA,NA,10,70,10.8,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4219","Bend, Oregon",11,71,44.063916,-121.312554,"http://aqicn.org/city/usa/oregon/bend/","pm10","2017-03-28 08:00:00","-08:00",9,NA,NA,NA,NA,11,69,2.7,10.2,NA,NA,26.37,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4220","Benito Juárez, México",76,9156,19.371612,-99.158969,"http://aqicn.org/city/mexico/mexico/benito-juarez/","pm25","2017-03-28 10:00:00","-06:00",76,30.4,33.4,11.2,4.3,44,41,19,3.9,98,NA,1026,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4221","Benxi",139,1477,41.294176,123.766485,"http://aqicn.org/city/benxi/","pm25","2017-03-28 23:00:00","+08:00",139,30.9,25.2,19,37.5,71,39,5,4,190,-8,1018,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4222","Beograd Des. Stefana",23,8761,44.8168146768154,20.4699406027794,"http://aqicn.org/city/serbia/beograd-des.-stefana/","o3","2017-03-28 18:00:00","+02:00",41,23.4,35.1,2.4,23.1,21,34.5,16.81,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4223","Beograd Oml. brigada",62,9261,44.7857339271659,20.423583984375,"http://aqicn.org/city/serbia/beograd-oml.-brigada/","so2","2017-03-28 17:00:00","+02:00",41,48.5,6.2,4.2,62.3,63,33,17.47,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4224","Beograd Panč most",63,8816,44.81774,20.48683,"http://aqicn.org/city/serbia/beograd-panc-most/","so2","2017-03-28 18:00:00","+02:00",41,23.4,29.8,3.7,63.2,21,34.5,16.81,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4225","Beograd Pančevački most",NA,8766,44.81774031459,20.4868304729462,"http://aqicn.org/city/serbia/beograd-pancevacki-most/","","","+01:00",NA,NA,NA,NA,NA,NA,52,18.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4226","Bergamo Via Meucci, Lombardia",44,9122,45.691044,9.64366225,"http://aqicn.org/city/italy/lombardia/bergamo-via-meucci/","o3","2017-03-27 00:00:00","+02:00",38,43.5,24.3,0.1,NA,9,66,10.61,NA,NA,NA,1024,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4227","Berkeley-Aquatic Park, Alameda, California",21,9061,37.864731,-122.302703,"http://aqicn.org/city/california/alameda/berkeley-aquatic-park/","pm25","2017-03-28 09:00:00","-07:00",21,19.2,12.1,5.3,1.5,NA,72,13.71,NA,NA,NA,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4228","Bern Bollwerk",37,2687,46.951111111111,7.4408333333333,"http://aqicn.org/city/switzerland/bern-bollwerk/","o3","2017-03-28 17:00:00","+02:00",NA,37.1,11.9,NA,NA,22,37,18.35,NA,NA,NA,972.82,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4229","Beroun, Stredocesky",5,2716,49.957926,14.0583,"http://aqicn.org/city/czechrepublic/stredocesky/beroun/","pm25","2017-03-28 18:00:00","+01:00",5,21,11.9,NA,NA,3,30,20.15,NA,NA,NA,988.57,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4230","Besirli",58,8774,40.993816,39.668266,"http://aqicn.org/city/turkey/trabzon/besirli/","pm10","2017-03-28 19:00:00","+02:00",82,NA,27.5,5.9,NA,58,47.2,5.8,2.06,NA,NA,880.7,996,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4231","Béthune Stade, Nord-Pas-de-Calais",4,8616,50.5353874629763,2.63569180127106,"http://aqicn.org/city/france/nord-pas-de-calais/bethune-stade/","o3",NA,"2017-01-03 06:00:00",NA,4,13,NA,NA,NA,100,-1,NA,NA,NA,1028,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4232","Beveren-waas",72,8903,51.2132494,4.2581649,"http://aqicn.org/city/belgium/fla/beveren-waas/","pm25","2017-03-28 19:00:00","+01:00",72,NA,16,NA,NA,37,67,18,NA,NA,NA,1021,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4233","Bexley - Thamesmead",37,8920,51.510808,0.121617,"http://aqicn.org/city/united-kingdom/bexley-thamesmead/","o3","2017-03-28 15:00:00","+00:00",35,36.5,2.6,NA,NA,24,55,15.505,NA,NA,NA,1019.5,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4234","Bhumkar Chowk, Pune",119,9289,18.606219,73.750022,"http://aqicn.org/city/pune/bhumkar-chowk/","pm10","2017-03-28 23:00:00","+05:30",98,34,28,35,NA,119,65,25.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4235","Biblioteca, Tizayuca, Hidalgo",116,9185,19.838888888889,-98.983611111111,"http://aqicn.org/city/mexico/hidalgo/tizayuca/biblioteca/","pm25","2017-03-28 09:00:00","-06:00",116,16.6,18.1,23.5,2.2,90,48.3841,13.2265,1.87633,81.1902,NA,581.885,0.4,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4236","Bielefeld Detmolder Straße",30,8570,52.005555555556,8.5527777777778,"http://aqicn.org/city/germany/nrw/bielefeld-detmolder-strasse/","pm10","2017-03-28 18:00:00","+01:00",NA,NA,22.9,NA,NA,30,34,19.15,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4237","Bijeon-dong, Pyeongtaek-si, Gyeonggi",160,1718,36.992162,127.112774,"http://aqicn.org/city/korea/gyeonggi/pyeongtaek-si/","pm25","2017-03-29 01:00:00","+09:00",160,28.1,24.1,7.8,10,89,77,10,8.4,135,NA,1020.8,0.4,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4238","Biji Square, Kunming",78,1383,25.0359,102.638,"http://aqicn.org/city/china/kunming/bijiguangchang/","pm25","2017-03-29 00:00:00","+08:00",78,12.6,31.1,10.9,8.7,66,63,15,5.8,200,8,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4239","Bijogi, Toda, Saitama",42,2140,35.8208922,139.642517,"http://aqicn.org/city/japan/todashi/todabijogijihai/","pm25","2017-03-28 23:00:00","+09:00",42,24.1,26,5.6,1.5,14,87,6.33,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4240","Bilecik Bozoyuk",29,8143,30.05295,39.90395,"http://aqicn.org/city/turkey/bilecik/bozoyuk/mthm/","pm10","2017-03-28 20:00:00","+02:00",NA,NA,8.7,NA,4.1,29,37.8,14.1,1.54,NA,NA,953.9,996,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4241","Bilin compond, Binzhou",154,633,37.3675,117.9730556,"http://aqicn.org/city/shandong/binzhou/bilinxiaoqu/","pm25","2017-03-29 00:00:00","+08:00",154,7.4,21.1,8.9,9.2,65,100,3,0.9,180,3,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4242","Bily Kriz, Moravskoslezsky",36,2793,49.50261,18.53856,"http://aqicn.org/city/czechrepublic/moravskoslezsky/bily-kriz/","o3","2017-03-28 18:00:00","+01:00",NA,36.4,0.9,NA,0.7,NA,31,18.7,NA,NA,NA,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4243","Bīnjiāng, Hangzhou",97,723,30.21,120.210833,"http://aqicn.org/city/zhejiang/hangzhoushi/binjiang/","pm25","2017-03-28 23:00:00","+08:00",97,30.5,13.8,7.3,7.6,56,81,13.36,NA,NA,NA,1016.94,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4244","Binshui Xidao, Tianjin",163,8317,39.09812,117.15778,"http://aqicn.org/city/tianjin/binshuixidao/","pm25","2017-03-29 01:00:00","+08:00",163,14.3,25.6,10.9,6.6,81,71,9,3.1,240,4,1021,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4245","Bintulu, Sarawak",43,2607,3.177106,113.041214,"http://aqicn.org/city/malaysia/sarawak/bintulu/","","2017-03-28 22:00:00","",NA,NA,NA,NA,NA,NA,94,25.15,NA,NA,NA,1013,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4246","Binzhou",175,1520,37.38199,117.970703,"http://aqicn.org/city/binzhou/","pm25","2017-03-29 00:00:00","+08:00",175,13,17.9,9.4,5.6,74,100,3,0.9,180,3,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4247","Biological Product Institute, Lanzhou",152,1406,36.0725,103.841,"http://aqicn.org/city/china/lanzhou/shengwuzhipinsuo/","pm25","2017-03-28 23:00:00","+08:00",152,45.5,16.5,8.6,6.1,120,36,4,3.1,330,-10,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4248","Birch Lane",7,8522,-41.21260048,174.92087073,"http://aqicn.org/city/new-zealand/wellington/birch-lane/","pm10","2017-03-29 05:00:00","+13:00",1,NA,NA,NA,NA,7,95.67,22.15,NA,NA,NA,1012,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4249","Bishop-Line, Inyo, California",23,8864,37.366389,-118.35,"http://aqicn.org/city/california/inyo/bishop-line/","pm10","2017-03-28 10:00:00","-07:00",7,NA,NA,NA,NA,23,31.9,9.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4250","Bitola-1",31,8098,41.04,21.3564,"http://aqicn.org/city/macedonia/bitola1/","o3","2017-03-28 19:00:00","+01:00",NA,30.7,NA,0.1,2.9,18,28,13.15,NA,NA,NA,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4251","Bitola-2",38,8099,41.0303,21.3367,"http://aqicn.org/city/macedonia/bitola2/","o3","2017-03-28 18:00:00","+01:00",NA,38,2.2,0.1,2.7,21,28,13.15,NA,NA,NA,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4252","Bochi montain, Huai'an",142,884,33.599194,119.056789,"http://aqicn.org/city/jiangsu/huaian/bochishan/","pm25","2017-03-28 23:00:00","+08:00",142,47.2,5.1,5.5,2.6,61,94,6.26,NA,NA,NA,1034.2,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4253","Bodindecha Sing Singhaseni School, Bangkok",76,1864,13.76963,100.614562,"http://aqicn.org/city/thailand/bangkok/bodindecha-sing-singhaseni-school/","pm25","2017-03-28 11:00:00","+07:00",76,24.1,1.2,0.1,2.2,27,48,32.07,1.67,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4254","Bombay Beach, Imperial, California",10,290,33.35264,-115.73419,"http://aqicn.org/city/california/imperial/bombay-beach/","pm25","2017-03-28 05:00:00","-07:00",10,7.3,NA,NA,NA,34,20,17.38,NA,NA,NA,1015,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4255","Bomberos",68,440,-22.111064,-70.210828,"http://aqicn.org/city/chile/bomberos/","pm25","2017-03-28 12:00:00","-03:00",68,51.6,0.4,5.5,3.8,44,88,19.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4256","Bomberos",91,6504,20.67495,-101.355873,"http://aqicn.org/city/mexico/guanajuato/bomberos/","pm25","2017-03-28 10:00:00","-06:00",91,7.3,22.1,0.1,10,90,51,16.15,1.1,36.5,NA,1025,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4257","Bongraine - Aytre, PoitouCharentes",NA,8235,-1.1353333333334,46.140222222222,"http://aqicn.org/city/france/poitoucharentes/bongraine-aytre/","","2015-11-26 00:00:00","+0100",NA,NA,3.7,NA,NA,9,100,11.27,NA,NA,NA,1031.98,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4258","Bongsan-dong, Ansung-si, Gyeonggi",144,1707,37.007863,127.279856,"http://aqicn.org/city/korea/gyeonggi/ansung-si/","pm25","2017-03-29 01:00:00","+09:00",144,16,33.4,6.7,7.2,62,77,10,8.4,135,NA,1020.8,0.4,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4259","Bonners Ferry Kootenai, Idaho",18,8406,48.70555,-116.368967,"http://aqicn.org/city/usa/idaho/bonners-ferry-kootenai/","pm25","2017-03-28 09:00:00","-08:00",18,NA,NA,NA,NA,NA,80,5.6,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4260","Bonners Ferry, Idaho",18,8405,48.70555,-116.368967,"http://aqicn.org/city/usa/idaho/bonners-ferry/","pm25","2017-03-28 09:00:00","-08:00",18,NA,NA,NA,NA,NA,80,5.6,NA,NA,NA,1022,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4261","Borghetto, Pisa",37,9435,43.71153749249,10.409876134347,"http://aqicn.org/city/italy/toscana/pisa/pi-borghetto/","o3","2017-03-27 00:00:00","+01:00",30,36.6,27.9,0.1,0.5,14,82,4.15,NA,NA,NA,1025,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4262","Borgofranco , Lombardia",17,9112,45.04650286,11.18094889,"http://aqicn.org/city/italy/lombardia/borgofranco-/","pm25","2017-03-27 23:00:00","+02:00",17,NA,10.1,NA,1.1,13,60.5,9.32,NA,NA,NA,1025,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4263","Bosan-dong, Dongducheon-si, Gyeonggi",151,1701,37.917603,127.061291,"http://aqicn.org/city/korea/gyeonggi/dongducheon-si/","pm25","2017-03-29 01:00:00","+09:00",151,11.2,30.6,7.8,5.8,57,57,3.6,1.3,337.5,NA,1023.1,0.8,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4264","Boshan shuangshan, Zibo",NA,531,36.49722222,117.8477778,"http://aqicn.org/city/shandong/zibo/boshanshuangshan/","pm10","2017-03-28 23:00:00","+08:00",151,1.7,28.4,15.8,5.6,85,100,3,0.9,180,3,1023,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4265","bówùguǎn, Chongqing",170,9219,29.380382,105.928588,"http://aqicn.org/city/china/zhongqing/bowuguan/","pm25","2017-03-29 01:00:00","+08:00",170,25.2,16.5,9.1,12.7,92,77,16,0.9,220,12,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4266","Boyabat",19,8367,41.461213,34.77701,"http://aqicn.org/city/turkey/sinop/boyabat/","so2","2017-03-28 20:00:00","+02:00",NA,NA,35.7,8.9,18.8,999,82.5,7.9,1.54,NA,NA,1016.3,1,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4267","Bream Creek",4,8298,-42.8194,147.817,"http://aqicn.org/city/australia/tasmania/bream-creek/","pm10","2017-03-29 02:00:00","+11:00",5,NA,NA,NA,NA,4,62,14.15,NA,NA,NA,1004,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4268","Breckland East Wretham",29,8071,52.462778,0.814722,"http://aqicn.org/city/united-kingdom/norfolk/breckland-east-wretham/","o3","2017-03-28 16:00:00","+00:00",NA,28.5,11.5,NA,NA,17,53.6666666666667,15.96,NA,NA,NA,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4269","Breivoll malestasjon, Oslo, Norway",24,8231,59.9138688,10.7522454,"http://aqicn.org/city/norway/norway/oslo/breivoll-malestasjon/","o3","2017-03-28 17:00:00","+02:00",14,24.3,8,0.1,0.8,17,76,4.65,NA,NA,NA,1000.14,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4270","Brescia Broletto, Lombardia",55,9116,45.54006456,10.22281989,"http://aqicn.org/city/italy/lombardia/brescia-broletto/","pm25","2017-03-27 23:00:00","+02:00",55,NA,28.8,0.1,NA,20,63.3333333333333,9.65666666666667,NA,NA,NA,1024.66666666667,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4271","Brescia Villaggio Sereno, Lombardia",80,9140,45.515945,10.21914764,"http://aqicn.org/city/italy/lombardia/brescia-villaggio-sereno/","pm25","2017-03-27 23:00:00","+02:00",80,27.7,42.1,NA,1.6,15,63.3333333333333,9.65666666666667,NA,NA,NA,1024.66666666667,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4272","Bristol St Paul's",51,8917,51.462839,-2.584482,"http://aqicn.org/city/united-kingdom/bristol-st-pauls/","pm25","2017-03-28 17:00:00","+00:00",51,31,6.7,0.1,4.1,23,76,12.68,NA,NA,NA,1019,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4273","Brno-Arboretum, Jihomoravsky",18,2775,49.216089,16.613836,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-arboretum/","pm10","2017-03-28 18:00:00","+01:00",NA,35.5,9.1,NA,0.7,18,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4274","Brno-Lany, Jihomoravsky",34,2776,49.165261,16.580812,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-lany/","o3","2017-03-28 18:00:00","+01:00",28,34.4,5.7,NA,0.7,12,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4275","Brno-Lisen, Jihomoravsky",78,8708,49.213212,16.678025,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-lisen/","pm25","2017-03-28 17:00:00","+01:00",78,NA,NA,NA,NA,1,32,18.52,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4276","Brno-stred, Jihomoravsky",NA,2780,49.205461,16.59727,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-stred/","","","+0100",NA,NA,NA,NA,NA,NA,87,-2.15,3.46,NA,NA,1029.4,0,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4277","Brno-Svatoplukova, Jihomoravsky",NA,2777,49.208161,16.642517,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-svatoplukova/","","2017-03-28 18:00:00","+01:00",NA,35.5,23.9,NA,0.7,NA,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4278","Brno-Turany, Jihomoravsky",35,2782,49.148973,16.696217,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-turany/","o3","2017-03-28 18:00:00","+01:00",9,35.2,2.6,NA,0.7,9,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4279","Brno-Uvoz, Jihomoravsky",38,2781,49.198091,16.593643,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-uvoz/","pm25","2017-03-28 18:00:00","+01:00",38,35.5,35,NA,0.7,7,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4280","Brno-Vystaviste, Jihomoravsky",13,2778,49.18962,16.569538,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-vystaviste/","pm10","2017-03-28 18:00:00","+01:00",NA,35.5,10.6,NA,0.7,13,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4281","Brno-Zvonarka, Jihomoravsky",30,2779,16.613661,49.185882,"http://aqicn.org/city/czechrepublic/jihomoravsky/brno-zvonarka/","pm25","2017-03-28 18:00:00","+01:00",30,28.6,20.2,NA,0.7,18,28,19.51,NA,NA,NA,1020,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4282","Brooks, Alberta",NA,8826,50.563437,-111.850717,"http://aqicn.org/city/canada/alberta/brooks/","","2016-09-07 12:00:00","-0600",8,NA,13.9,NA,NA,NA,28,20.7,NA,NA,NA,1022.68,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4283","Brownsville, Harlingen, Texas",26,214,25.8925176,-97.4938295,"http://aqicn.org/city/texas/harlingen/brownsville/","o3","2017-03-28 09:00:00","-06:00",607,26.4,NA,4.5,NA,NA,78,25.5556,12.5,153,NA,1009,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4284","BTM, Bangalore",147,8190,12.9128118,77.6092188,"http://aqicn.org/city/india/bangalore/btm/","pm25","2017-03-28 23:00:00","+05:30",147,26.4,11,3.9,9,NA,32.03,26.625,1.81,NA,NA,1017,NA,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4285","Buangun, Jeonbuk",80,8501,35.724121,127.228369,"http://aqicn.org/city/korea/jeonbuk/buangun/","pm25","2017-03-29 02:00:00","+09:00",80,45.6,12.1,4.5,2.9,27,93,4.5,1.7,112.5,NA,1024.4,0.6,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
"4286","Bukbu-dong, Yangsan-si, Gyeongnam",102,1785,35.345556,129.04,"http://aqicn.org/city/korea/gyeongnam/yangsan-si/","pm25","2017-03-29 01:00:00","+09:00",102,7.3,45.4,6.7,8.6,52,52,9.8,3.1,270,NA,1022.5,2.8,NA,NA,NA,NA,"2017-03-28 14:18:18",2017-03-28 23:50:45
